,"ETH / Addresses, active, count","ETH / NVT, adjusted, 90d MA","ETH / NVT, adjusted, free float,  90d MA","ETH / NVT, adjusted","ETH / NVT, adjusted, free float","ETH / Flow, in, to exchanges, USD","ETH / Flow, out, from exchanges, USD","ETH / Fees, transaction, mean, USD","ETH / Fees, transaction, median, USD","ETH / Fees, total, USD","ETH / Miner revenue, USD","ETH / Capitalization, market, free float, USD","ETH / Capitalization, realized, USD","ETH / Capitalization, market, current supply, USD","ETH / Capitalization, market, estimated supply, USD","ETH / Volatility, daily returns, 30d","ETH / Volatility, daily returns, 180d","ETH / Difficulty, last","ETH / Difficulty, mean","ETH / Hash rate, mean","ETH / Revenue, per hash unit, USD","ETH / Block, size, mean, bytes","ETH / Issuance, continuous, percent, daily",ETH / Network distribution factor,"ETH / Transactions, count","ETH / Transactions, transfers, count","ETH / Transactions, transfers, value, mean, USD"
2016-06-16,20507.0,135.97906803433634,131.92078916992867,61.79018749,59.94606681,11388286.82774133,5748102.117044482,0.0194979429173113,0.0087061238769783,846.054739068501,661633.7314539101,1630700744.4174883,759448529.3631871,1680865986.809412,,0.0558086898936855,0.0756032335524193,49797092932634.0,49684925896551.1,3.45907347906253,2.213829184059,1603.90756442228,0.0393123355401543,0.79497883629,43392.0,38951.0,814.90746638191
2016-06-17,35310.0,92.19907084321412,89.44853407595573,10.59364942,10.27761345,21587124.140112832,11225619.449624872,0.0532439929766216,0.007512441189417,3543.8136845382664,519920.2986494909,1216294072.3703008,661767099.5502412,1253695038.192861,,0.0780563195168009,0.0789677155997055,46454862651995.0,48374588782331.8,3.27644246368021,1.836624972326,2137.90716361771,0.0411883647325656,0.79632624043,66558.0,82382.0,1516.8118249271615
2016-06-18,34979.0,64.58660938436059,62.66064026667934,16.49691447,16.00497739,21160657.086968128,9399870.90320574,0.0484051563174754,0.0055713732502069,3053.542475974995,390281.2672696191,886533807.3945614,625902229.3144914,913782758.6908704,,0.0963081663519958,0.0826040367055165,45976914062431.0,45684736911911.1,3.11343832467947,1.450853951818,2043.86262523349,0.0423763439516418,0.800721733948,63083.0,47876.0,1226.3313897156695
2016-06-19,24631.0,70.09890977231207,68.00941883271373,52.16842402,50.61340056,4795350.386127818,6488477.320103318,0.013064894607658,0.0051737504174692,666.766896302266,409583.6009520198,970313599.9568216,637779965.5633668,1000125080.6381352,,0.0974270061629501,0.0827196276593584,52369776733307.0,49439350923955.6,3.56164395509099,1.33100079534,1624.08421729347,0.0408865692873942,0.799253987422,51035.0,44445.0,512.6420339342469
2016-06-20,23734.0,65.61216567424854,63.65717816614226,36.32897126,35.24650912,7867892.678684942,5598194.92919508,0.0128469320698341,0.0049298312544589,605.3217452667421,371451.6878482802,921429709.6893052,633763647.00423,949727909.8913164,,0.0976629067714775,0.0828485437723594,49375043291004.0,51170755663800.0,3.52476728069812,1.219714383312,1708.79475542108,0.0390476432503128,0.799839873579,47118.0,40030.0,781.2609523942349
2016-06-21,22409.0,67.30168980968648,65.29715052705035,8.75173707,8.49107198,6056067.856379045,6494735.166046626,0.0228468402362104,0.0059772380197931,1081.1810204981584,418553.8989654235,1028826385.1594276,647069260.3870705,1060410043.6716048,,0.0998738569411758,0.0831445476545509,49411163003690.0,49998634763389.6,3.47225605908219,1.395166067303,1628.52125354226,0.0393689894240771,0.798788547648,47323.0,48441.0,2584.597326670477
2016-06-22,25137.0,67.32018013899766,65.31589602739922,38.82125642,37.665454,6578222.40619755,7136250.6177064,0.013996099775602,0.005554985083308,680.420390591208,432787.1692890435,1043087101.5366402,647466088.6672088,1075095280.7361743,,0.0992291884890648,0.0831314909648334,54178350244999.0,51003976141944.1,3.62382689615989,1.382270980153,1614.30754194494,0.0401924142576988,0.797922832895,48615.0,45454.0,713.9484666693872
2016-06-23,20580.0,69.38650460655636,67.32151010861276,48.2412795,46.80558279,2965140.109740443,4295382.145325228,0.0105288477147725,0.0057952491119228,441.2429500309309,439888.4289563602,1088642117.0730336,639063924.3111879,1122034712.9663613,,0.0991561697647123,0.0831251178868926,52882528407336.0,53456647788164.0,3.71384850477545,1.370896323456,1513.35465600533,0.0391652041534925,0.797782878905,41908.0,38669.0,653.1202204635949
2016-06-24,21462.0,71.67192124088437,69.53975458342036,68.15922271,66.13155526,3144255.21071535,4629332.057822807,0.0125110465329663,0.006041534648381,567.1382503862209,463346.89424058696,1135369829.1272264,648338687.7709273,1170181538.0275168,,0.0993240067207745,0.083147693260045,53438017691285.0,52791881070020.6,3.69277869368466,1.452242801634,1637.72591857001,0.0395476890509034,0.797362137961,45331.0,40067.0,489.39011150283545
2016-06-25,18544.0,71.17706004559483,69.06043943567562,66.19030899,64.22198138,6395542.27639369,2250999.03479134,0.0110701961048169,0.006026561057779,406.0990739093419,455066.1872089616,1133010541.4367533,651157859.3575411,1167735971.5506816,,0.0993294988100101,0.0830857111959705,53059591716289.0,53445634197051.0,3.71299863626555,1.418521867452,1414.54184728243,0.0389351787742987,0.798264280509,36684.0,34737.0,573.9619045002388
2016-06-26,22252.0,68.7592604889859,66.71535053955934,153.52733177,148.96364044,1859561.2452271369,2353406.791983306,0.0091426856752172,0.0058173513122033,380.4545790030171,447965.90632083,1094126102.3995702,650618877.2704257,1127646052.5839849,,0.0972198366230128,0.0831720097235495,53984665370828.0,53892495389683.0,3.77543837456407,1.37329498406,1452.61797752809,0.0396920160112467,0.797871374934,41613.0,39196.0,226.47671964752325
2016-06-27,19552.0,70.14197019617126,68.05778000668774,137.04311942,132.97103641,1248126.6723595343,2360409.451714403,0.0098108309763914,0.0059090679520747,389.1269890168055,451938.2046794293,1111827696.0976,652683581.1657767,1145876123.4247174,,0.0967646853504431,0.0831489280889048,54928861417323.0,55306308815143.2,3.87506628656622,1.349852072466,1409.61830799736,0.0394064479099933,0.796677723337,39663.0,37418.0,253.38010074001517
2016-06-28,21499.0,60.72477181478485,58.92111537291716,61.04875136,59.23547203,4683327.944280611,5454351.495007045,0.0090797734655674,0.0051189781900993,391.2383588580664,392375.850636657,963559403.5067694,631811602.4334017,993055283.1121984,,0.1002302893617804,0.083927599709798,56434851050353.0,55833352404452.2,3.92069267092757,1.158312456832,1482.44981044998,0.0394725871705081,0.796173120744,43089.0,40446.0,491.19800568340577
2016-06-29,20187.0,63.22403901753096,61.34688320799988,70.39732107,68.30718665,2613129.8117188625,3330237.56568032,0.0144853979096445,0.0056133062968219,722.7778994977501,405864.6888056914,1005413362.1841112,637568798.1083764,1036178047.1218123,,0.1004387558525619,0.0838862402545693,54978551572534.0,54938285777453.3,3.80937330624915,1.233144560703,1792.03889167084,0.0390996423859351,0.795635279896,49897.0,38702.0,443.6277736979473
2016-06-30,19713.0,61.74559752759114,59.91305649989569,110.47983999,107.20092056,3504279.431012563,2524386.544826912,0.0171189924035113,0.0072289499957069,1094.7938021884931,399499.474289364,985600217.485345,635454421.6385796,1015746448.389966,,0.0986140754189831,0.083916554172261,53271701172814.0,54998811559619.1,3.80983837903294,1.21365686624,2367.07819548872,0.0392228475047761,0.795606154603,63952.0,38251.0,285.1820200255653
2016-07-01,20006.0,60.66271956575984,58.86303713548423,115.14519131,111.72917602,2514609.8723315867,2503560.4332181145,0.0139208784009319,0.0051561410751373,558.0184107015101,401035.5724449073,971739046.2112198,635354453.9637367,1001449060.73619,,0.0986280872660892,0.0839426351097233,56973051221999.0,55250198968442.4,3.91907088545648,1.184366284121,1379.86355475763,0.0399898077431722,0.795436846496,40085.0,37711.0,282.62439850887694
2016-07-02,19728.0,59.77673968927255,58.00403523035292,225.72606506,219.03206328,1341995.57572103,954637.691270223,0.0075203221520033,0.0050868324139567,295.2252867213346,386852.85544642847,959063522.8532268,635341877.2114457,988374176.441331,,0.0986424055458995,0.0839526755231982,56704752717376.0,56611950439754.1,3.93397080696758,1.1381537445,1382.39230384808,0.0391104542564556,0.795393638558,39257.0,38060.0,148.31153699943238
2016-07-03,20052.0,58.281169328087785,56.55349494776259,197.7387588,191.87703379,1383738.5347254637,1486715.2058722894,0.0091262028578879,0.0049594623560374,362.8304470212521,378695.2686742893,935427701.3910851,635350817.4503425,964004440.5622472,,0.0986998701835004,0.0839884751777447,57636778996117.0,57748654813312.3,4.04235233127559,1.084281312449,1403.64201819686,0.0392459227684272,0.795121239043,39757.0,37735.0,160.80189442454142
2016-07-04,20543.0,56.15908463887564,54.49497196199313,79.06217165,76.71939197,6790582.103656396,1590443.930273804,0.0076522619744827,0.0047957970560023,305.70786588076027,367266.25358182215,904924973.9709432,639482740.3678204,932558663.2196116,,0.0988277342576086,0.0840621973142655,59105305097986.0,57434077769050.4,4.0333312002577,1.053909687256,1414.79380253832,0.0393498618573794,0.796173419845,39950.0,37588.0,359.398891494972
2016-07-05,20930.0,50.614549053073766,49.11531246209516,21.67861957,21.03648444,4278769.188535983,5780227.094996147,0.0080789899526109,0.0044182677058912,317.2619354391731,332545.3516862435,834020714.5002123,642377416.3278171,859479055.4967766,,0.0996945734836932,0.084345914137121,56031147960308.0,58422132175057.3,4.02328145068647,0.956658036626,1470.35333669524,0.038654588221324,0.796255611583,39270.0,37593.0,2959.22397377733
2016-07-06,19880.0,50.70690613580082,49.20552842803069,90.45970966,87.7812936,1886479.5951986967,2226790.56614583,0.008272297531173,0.0044348002567153,313.5200764316508,341949.87571568333,837483141.8012308,643066598.1382762,863036744.4126269,,0.0996923566606867,0.084311726549551,58251042014222.0,57054356483458.6,4.02058241583288,0.98437310365,1408.67690538765,0.039585377778065,0.796553194914,37900.0,36201.0,310.3408774711976
2016-07-07,20059.0,48.32649212742946,46.8961541275447,68.28135534,66.26040549,1457954.5628829412,2339752.900336754,0.0066566202295817,0.0042475676037054,269.1471257428112,322840.9347800614,802448046.6335161,621823522.9078141,826922802.7278343,,0.0994593485613755,0.0843894858739278,58148448534554.0,57701438555504.4,4.03209881064413,0.926709653896,1414.12359178264,0.0390086942324273,0.796191688933,40433.0,38776.0,351.1324263776984
2016-07-08,20907.0,54.25901561631653,52.65371766729903,86.43983302,83.88243891,2258490.391722435,1780404.511252127,0.0105063407182362,0.0047668781050029,446.582518569518,363064.48961554986,900918507.95643,610302489.3832337,928385564.3605506,,0.1021418143262153,0.0847238740963555,56208186790617.0,57863292797925.1,4.01563281036709,1.046444108542,1580.6400933956,0.0390589773276735,0.795643817821,42506.0,38930.0,313.7282548264034
2016-07-09,21237.0,52.49785799094708,50.94528787473449,168.28487036,163.30801853,1043886.0217014364,1663817.2934391063,0.0133123451095668,0.0046002490947282,537.9518658777525,359774.96338976576,869785611.9592681,609818333.814379,896292541.3530136,,0.1022549848751582,0.0847015247637092,59792126060162.0,56397382202773.5,4.00034702541936,1.040925212191,1416.74551093699,0.040080330355265,0.795215214258,40410.0,37307.0,174.67226455289455
2016-07-10,20305.0,52.48906592553014,50.937361964594245,132.17999204,128.27243123,425318.0491273996,2452380.4311356647,0.0076996665238805,0.0046038490730566,303.0434750470814,350693.9807953083,870816663.7236377,615818361.0876853,897344336.422671,,0.1021320345249024,0.0844831221905229,60008766210732.0,58464106349394.1,4.09112035378519,0.992138524427,1407.03225272908,0.0390475454179741,0.794501486791,39358.0,37612.0,195.4207056785164
2016-07-11,19487.0,50.439016882374645,48.948499709752845,71.28134087,69.17491475,1017639.2709750588,2705836.228838708,0.0078186687072021,0.0044379315999766,301.6598760614477,338274.58625433943,839771396.6548967,610449119.7598436,865343042.2663617,,0.1021212151955248,0.0844898697297855,59613581952199.0,59261327451818.3,4.13716074722119,0.946353153262,1420.6435561453,0.0390565255477314,0.793651075063,38582.0,37973.0,344.41508565876785
2016-07-12,21151.0,50.36969885282992,48.88180706578829,104.98067548,101.87960701,1602317.7772611564,1801206.6313057358,0.0084400511373449,0.0044324063004091,344.4469269663755,335490.7576930569,839061013.4368266,611355952.420016,864600821.918932,,0.0998936813629927,0.084490838308147,58472615118407.0,59736577470535.2,4.15269555822468,0.935054069402,1566.69713619714,0.0387631265515399,0.792966877908,40811.0,38338.0,238.80101534426268
2016-07-13,18017.0,49.827977778846986,48.356665640545366,94.27483599,91.4911045,3393632.800482268,1314506.8371308425,0.0072346778328941,0.0043878544761426,258.56738574779763,336221.6319651327,830963250.8260182,613001814.176423,856246348.848347,,0.0969782550025631,0.0842393501537966,60933204604243.0,59851040240448.2,4.21632587220125,0.922949077377,1356.74088070983,0.0392367295967166,0.793734334427,35740.0,34209.0,287.54624822035584
2016-07-14,20859.0,54.84892407197018,53.22998272493187,98.50034284,95.59296989,3665472.998416785,1845127.945398423,0.0087339020159379,0.0048452752846288,373.8896114004936,367405.29497980594,917955735.3046044,616836815.136877,945874521.2699338,,0.0983522511011171,0.0843028360713169,59272858371388.0,59835050330498.4,4.15530801619239,1.023360021142,1536.05749041826,0.0388033927455439,0.793515831544,42809.0,40147.0,302.4529870654022
2016-07-15,20896.0,55.539424929052096,53.9007397556989,21.73422172,21.09295569,12582774.03402466,15753553.850812398,0.0085033897205985,0.0050372723385972,349.5743514140169,382758.7514194349,954712712.7979528,633169513.1826116,983737798.0632876,,0.0988626890169501,0.0841805702238406,57629055450274.0,58712475117658.7,4.06884500155598,1.088780265588,1457.48814295257,0.0388730795767816,0.793701425424,41110.0,38697.0,1338.427537848936
2016-07-16,19326.0,54.26173656983045,52.66137706322944,133.31869782,129.38668497,2084125.8653145025,2634193.917246701,0.007352525392596,0.0049218396691876,279.85182149312635,377223.557110916,933211737.3537832,630897869.5450834,961571692.1979674,,0.095623748228685,0.0838888722135698,59527432521766.0,58591318439181.9,4.12399967713069,1.058684222673,1349.47607301431,0.039200790575251,0.792679138767,38062.0,35828.0,257.82231228436234
2016-07-17,16402.0,52.04700282367047,50.512557525387095,120.00377319,116.46583219,1521526.971240859,2911218.087377557,0.0065212099624814,0.0047278095066627,221.16031466765276,357978.0937535541,896780155.9017373,627049264.4038788,924022096.5444304,,0.0805304412340851,0.083696414655399,58762734951790.0,59611231131586.7,4.16105818012674,0.995723874708,1263.78852214298,0.0387173569524789,0.79195173063,33914.0,32948.0,267.06794758713824
